"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Angstron Materials","Angstron Materials","Angstron Materials",18,"Global Graphene Group - Advanced Graphene Materials",51,NA,"theglobalgraphenegroup.com/",39,1,1,0,0,5,121,1,0,0,1,30,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,2,2
"Anlinx","Anlinx","Anlinx",6,"Anlinx, Inc. in Los Altos Hills CA - Company Profile",52,1,"",83,1,1,1,0,0,122,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"Annam Biosciences","Annam Biosciences","Annam Biosciences",17,"Annam Biosciences LLC. - Home",29,NA,"annambiosciences.com/",28,1,2,0,0,5,123,0,0,1,1,4,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"Ansun Biopharma","Ansun Biopharma","Ansun Biopharma",15,"Ansun BioPharma - Official Site",31,NA,"ansunbiopharma.com/",30,1,2,0,0,5,124,0,0,1,1,21,"FirmSize.SMALL_FIRM",1,2013,5,1,1,1,2,2
"Antaya Technologies Corporation","Antaya Technologies","Antaya Technologies",19,"Antaya Technologies - Official Site",35,NA,"antaya.com/",23,1,2,0,0,5,125,0,1,0,1,225,"FirmSize.EU_MEDIUM_FIRM",1,2000,41,1,1,1,2.31707317073171,3
"Anterios","Anterios","Anterios",8,"Allergan Acquires Medical Dermatology and Aesthetic ...",55,1,"",101,1,0,0,1,0,126,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,1989,9,1,1,1,1.55555555555556,2
"API Intellectual Property Holdings","API Intellectual Property Holdings","API Intellectual Property Holdings",34,"Patent Licensing | Patent Enforcement | Patent Broker",53,1,"",27,10,0,1,0,1,28,1,1,0,2,0,"FirmSize.UNDEFINED",1,2012,31,14,1,1.27272727272727,2.45161290322581,4.09090909090909
"Apple Inc.","Apple","Apple",5,"Apple",5,NA,"apple.com/",22,1,1,0,0,4,127,1,1,0,2,123000,"FirmSize.LARGE_FIRM",0,1987,14059,24,1.00099580339996,1,4.16060886265026,3.70833333333333
"Applied Biosystems","Applied Biosystems","Applied Biosystems",18,"Applied Biosystems - Official Site",34,NA,"thermofisher.com/us/en/home/brands/applied-biosystems.html",70,1,2,0,0,1,128,1,0,1,2,39750,"FirmSize.LARGE_FIRM",0,1987,464,4,1.04094827586207,1,3.1573275862069,6.75
"Applied Genetic Technologies Corporation","Applied Genetic Technologies","Applied Genetic Technologies",28,"AGTC - Official Site",20,NA,"agtc.com/",17,1,0,0,0,5,129,0,0,1,1,87,"FirmSize.EU_MEDIUM_FIRM",1,2005,5,1,1,1,1.4,2
"Applied Materials","Applied Materials","Applied Materials",17,"Applied Materials - Official Site",33,NA,"appliedmaterials.com/",32,1,2,0,0,5,130,1,1,0,2,18400,"FirmSize.LARGE_FIRM",0,1976,7810,82,1.0089628681178,1.10666666666667,3.80281690140845,4.09333333333333
"APPLIED MATERIALS ISRAEL LTD.","APPLIED MATERIALS ISRAEL","APPLIED MATERIALS ISRAEL",24,"Applied Materials - Official Site",33,NA,"appliedmaterials.com/",32,1,2,0,0,5,29,1,0,0,1,18400,"FirmSize.LARGE_FIRM",0,2004,251,1,1.07171314741036,1,2.95617529880478,2
"Applied Membrane Technologies","Applied Membrane Technologies","Applied Membrane Technologies",29,"AMT Applied Membrane Technology",31,NA,"appliedmembranetech.com/",31,1,2,0,0,3,131,1,0,0,1,31,"FirmSize.SMALL_FIRM",1,1984,7,1,1,1,1.14285714285714,1
"Applied NanoStructured Solutions","Applied NanoStructured Solutions","Applied NanoStructured Solutions",32,"Applied NanoStructured Solutions - Carbon Fiber Research",56,1,"",87,2,3,0,0,0,132,1,0,0,1,295,"FirmSize.US_MEDIUM_FIRM",1,2012,32,3,1,1,3.5625,3.66666666666667
"Applied Nanostructures","Applied Nanostructures","Applied Nanostructures",22,"Appnano - Official Site",23,NA,"appnano.com/",23,1,0,0,0,5,133,1,0,0,1,295,"FirmSize.US_MEDIUM_FIRM",1,2011,6,1,1,1,1.66666666666667,4
"Applied Optoelectronics","Applied Optoelectronics","Applied Optoelectronics",23,"Applied Optoelectronics, Inc.",29,NA,"ao-inc.com/",18,1,2,0,0,5,134,1,0,0,1,3054,"FirmSize.LARGE_FIRM",0,2002,98,3,1,1,2.57142857142857,3
"APPLIED STEMCELL","APPLIED STEMCELL","APPLIED STEMCELL",16,"Applied StemCell - CRISPR Service, Knock In Mice, CRISPR ...",60,NA,"appliedstemcell.com/",32,1,2,0,0,5,30,0,0,1,1,81,"FirmSize.EU_MEDIUM_FIRM",1,2016,1,1,1,1,2,2
"APPLIED SUNSHINE","APPLIED SUNSHINE","APPLIED SUNSHINE",16,"Applied Sunshine | Solar System Installers | United States",58,1,"",67,1,2,0,0,1,31,0,1,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,1,1
"ARBOR THERAPEUTICS","ARBOR THERAPEUTICS","ARBOR THERAPEUTICS",18,"Arbor Pharmaceuticals",21,NA,"arborpharma.com/",23,1,1,0,0,5,32,1,0,0,1,589,"FirmSize.LARGE_FIRM",0,2013,5,1,1,1,4,4
"Arch Biosurgery","Arch Biosurgery","Arch Biosurgery",15,"IMPLANTABLE MESHES FOR CONTROLLING THE MOVEMENT OF FLUIDS ...",61,1,"",51,1,0,0,0,2,135,1,0,0,1,0,"FirmSize.UNDEFINED",1,2015,3,2,1,1,3,3
"Archer Daniels Midland Company","Archer Daniels Midland Company","Archer Daniels Midland Company",30,"Archer Daniels Midland | ADM",28,NA,"adm.com/",20,1,3,0,0,5,136,1,1,1,3,31800,"FirmSize.LARGE_FIRM",0,1976,190,6,1.06315789473684,1.16666666666667,2.64736842105263,3
"Arcturus Therapeutics","Arcturus Therapeutics","Arcturus Therapeutics",21,"Arcturus Therapeutics | Building Next Generation RNA Medicines",62,NA,"arcturusrx.com/",23,1,2,0,0,5,137,0,0,1,1,61,"FirmSize.EU_MEDIUM_FIRM",1,2015,9,2,1,1,2.11111111111111,2.5
"Areesys Technologies","Areesys Technologies","Areesys Technologies",20,"areesys - CIGS Solar",20,NA,"areesys.com/",23,1,1,0,0,5,138,1,0,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,6,6
"Arisaph Pharmaceuticals","Arisaph Pharmaceuticals","Arisaph Pharmaceuticals",23,"Arisaph Pharmaceuticals, Inc. - Massachusetts ...",49,1,"",64,1,2,0,1,2,139,0,0,1,1,8,"FirmSize.MICRO_FIRM",1,2013,3,1,2,2,5,5
"Arkema Inc.","Arkema","Arkema",6,"Arkemas international website  Arkema.com",41,NA,"arkema.com/en/",26,1,1,0,0,5,140,0,1,1,2,19390,"FirmSize.LARGE_FIRM",0,1994,276,4,1.03623188405797,1,2.98188405797101,2
"Arkival Technology Corp.","Arkival Technology Corp","Arkival Technology Corp",23,"Magnetic Measurements Services Company - ARkival Technology",59,NA,"arkival.com/",19,1,2,0,0,5,141,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2014,3,1,1,1,1.66666666666667,1
"Armageddon Energy Inc.","Armageddon Energy","Armageddon Energy",17,"Armageddon Energy",17,NA,"armageddonenergy.com/",33,1,2,0,0,5,142,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,2009,3,1,1,1,4,2
"AROG PHARMACEUTICALS","AROG PHARMACEUTICALS","AROG PHARMACEUTICALS",20,"Arog Pharamaceuticals, Inc - Official Site",42,NA,"arogpharmaceuticals.com/",36,1,1,0,0,5,33,0,0,1,1,28,"FirmSize.SMALL_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"Arpin Renewable Energy","Arpin Renewable Energy","Arpin Renewable Energy",22,"Arpin Group - Official Site",27,NA,"arpingroup.com/",27,1,1,0,0,5,143,1,1,0,2,29,"FirmSize.SMALL_FIRM",1,2016,1,2,1,2,6,12
"Arrowhead Center","Arrowhead Center","Arrowhead Center",16,"Home - Arrowhead Center",23,NA,"arrowheadcenter.nmsu.edu/",32,1,2,0,0,5,144,0,1,1,2,943,"FirmSize.LARGE_FIRM",0,2005,43,2,1.02325581395349,1,2.53488372093023,3.5
"Asahi Kasei Kabushiki Kaisha","Asahi Kasei Kabushiki Kaisha","Asahi Kasei Kabushiki Kaisha",28,"Asahi Kasei - Official Site",27,1,"",39,2,2,0,0,0,145,1,0,0,1,50,"FirmSize.EU_MEDIUM_FIRM",1,1981,412,1,1.05582524271845,1,2.55097087378641,2
"ASCENT SOLAR TECHNOLOGIES","ASCENT SOLAR TECHNOLOGIES","ASCENT SOLAR TECHNOLOGIES",25,"Ascent Solar - Official Site",28,NA,"ascentsolar.com/",27,1,2,0,0,5,34,0,1,0,1,111,"FirmSize.EU_MEDIUM_FIRM",1,2007,19,1,1.05263157894737,1,3.15789473684211,3
"Aseptia","Aseptia","Aseptia",7,"Aseptia - Inc.com",17,1,"",35,1,1,0,0,4,146,0,0,1,1,281,"FirmSize.US_MEDIUM_FIRM",1,1998,24,1,1.125,2,2.79166666666667,2
"ASM America","ASM America","ASM America",11,"ASM International - Official Site",33,NA,"asm.com/",19,1,1,0,0,5,35,1,0,0,1,14940,"FirmSize.LARGE_FIRM",0,1988,311,1,1.01286173633441,1,2.85530546623794,2
"ASM IP HOLDING B.V.","ASM IP HOLDING BV","ASM IP HOLDING BV",17,"ASM International - Official Site",33,NA,"asm.com/",19,1,1,0,0,5,36,1,0,0,1,14940,"FirmSize.LARGE_FIRM",0,2005,168,9,1,1,3.01190476190476,3
"ASM IP Holdings LLC","ASM IP Holdings","ASM IP Holdings",15,"ASM International - Official Site",33,NA,"asm.com/",19,2,1,0,0,3,37,0,1,0,1,14940,"FirmSize.LARGE_FIRM",0,2015,2,1,1,1,1,1
"ASML Netherlands B.V.","ASML Netherlands BV","ASML Netherlands BV",19,"ASML Homepage",13,NA,"asml.com/asml/en/s427",33,1,1,0,0,5,38,1,0,0,1,18233,"FirmSize.LARGE_FIRM",0,2002,2820,5,1.05177304964539,1,4.04964539007092,4.4
"Astech","Astech","Astech",6,"asTech - Official Site",22,NA,"astech.com/",19,1,1,0,0,5,147,0,1,0,1,2225,"FirmSize.LARGE_FIRM",0,1976,33,1,1.03030303030303,1,2.27272727272727,2
"AstenJohnson","AstenJohnson","AstenJohnson",12,"AstenJohnson",12,NA,"astenjohnson.com/",29,1,1,0,0,5,148,1,0,0,1,528,"FirmSize.LARGE_FIRM",0,2000,89,1,1,1,1.98876404494382,7
"Astex Pharmaceuticals","Astex Pharmaceuticals","Astex Pharmaceuticals",21,"Astex - Official Site",21,NA,"astx.com/",17,1,1,0,0,5,149,0,0,1,1,136,"FirmSize.EU_MEDIUM_FIRM",1,2006,11,2,1.27272727272727,1,4.09090909090909,2
"ASTUTE MEDICAL","ASTUTE MEDICAL","ASTUTE MEDICAL",14,"Astute Medical - Official Site",30,NA,"astutemedical.com/",29,1,2,0,0,5,39,0,0,1,1,59,"FirmSize.EU_MEDIUM_FIRM",1,1994,24,2,1,1,3.625,4.5
"AT&T Corporation","AT&T","AT&T",4,"AT&T Official - Entertainment, TV, Wireless & Internet",54,NA,"att.com/",20,1,2,0,0,5,40,1,0,0,1,273210,"FirmSize.LARGE_FIRM",0,1976,848,2,1.02948113207547,1,2.30070754716981,3
"ATC Technologies","ATC Technologies","ATC Technologies",16,"ATC Technologies, Inc. / Home",29,NA,"atctechnologiesinc.com/",30,1,2,0,0,5,41,0,1,0,1,1720,"FirmSize.LARGE_FIRM",0,1984,720,1,1.08888888888889,1,2.12083333333333,5
"ATI Technologies ULC","ATI Technologies ULC","ATI Technologies ULC",20,"ATI Technologies ULC: Private Company Information - Bloomberg",61,1,"",79,1,3,0,1,0,42,1,0,0,1,0,"FirmSize.UNDEFINED",1,1994,862,1,1.09396751740139,1,2.49303944315545,3
"Atleisure LLC","Atleisure","Atleisure",9,"ATLeisure  create your escape",29,NA,"atleisure.com/",22,1,1,0,0,5,150,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2016,4,1,1,1,1,1
"Atom Nanoelectronics","Atom Nanoelectronics","Atom Nanoelectronics",20,"Atom NanoElectronics - Carbon Nanotubes, HiPco, CNT, OLEDs",58,NA,"atomoe.com/",22,1,2,0,0,5,151,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,2015,3,2,1,1,1.33333333333333,1.5
"ATOMERA INCORPORATED","ATOMERA","ATOMERA",7,"ATOMERA  Quantum Engineered Materials",37,NA,"atomera.com/",19,1,1,0,0,5,43,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,2016,5,2,1,1,2.4,2.5
"Atomic Energy Council-Institute of Nuclear Energy Research","Atomic Energy Council-Institute of Nuclear Energy Research","Atomic Energy Council-Institute of Nuclear Energy Research",58,"Institute of Nuclear Energy Research (INER) - Taiwan ...",56,1,"",49,1,6,0,0,1,152,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,2005,149,4,1.00671140939597,1,4.13422818791946,5
"Atonometrics","Atonometrics","Atonometrics",12,"Atonometrics | Test & Measurement for the PV Industry",53,NA,"atonometrics.com/",28,1,1,0,0,5,153,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,1977,10,2,1,1,2.7,5
"Atotech Deutschland GmbH","Atotech Deutschland","Atotech Deutschland",19,"Atotech - Official Site",23,NA,"atotech.com/",24,1,1,0,0,5,154,1,1,0,2,1666,"FirmSize.LARGE_FIRM",0,1993,196,2,1.03061224489796,2,3.19897959183673,6
"Atrium Medical Corporation","Atrium Medical","Atrium Medical",14,"Atrium Med - Official Site",26,NA,"atriummed.com/",25,1,1,0,0,5,155,0,0,1,1,65000,"FirmSize.LARGE_FIRM",0,1986,97,2,1,1,4.35051546391753,5
"ATTOSTAT","ATTOSTAT","ATTOSTAT",8,"Attostat",8,NA,"attostat.com/",24,1,1,0,0,5,44,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"aTyr Pharma","aTyr Pharma","aTyr Pharma",11,"Investor Home | aTyr Pharma",27,NA,"investors.atyrpharma.com/",33,1,2,0,0,5,1476,0,0,1,1,65,"FirmSize.EU_MEDIUM_FIRM",1,2007,59,1,1.67796610169492,2,7.08474576271186,8
"Aurora Alage","Aurora Alage","Aurora Alage",12,"Aurora BioFuels",15,NA,"aurorabiofuels.com/",31,3,1,1,1,1,156,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,2012,30,1,1,1,2.56666666666667,3
"Aurrion","Aurrion","Aurrion",7,"Asurion - Official Site",23,NA,"asurion.com/",24,1,0,0,0,5,157,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,2010,40,1,1,1,2.85,3
"Aushon Biosystems","Aushon Biosystems","Aushon Biosystems",17,"Aushon - Official Site",22,NA,"aushon.com/",22,1,1,0,0,5,158,1,0,0,1,20,"FirmSize.SMALL_FIRM",1,2009,7,1,1,1,2.71428571428571,2
"Auterra","Auterra","Auterra",7,"Home: Auterra",13,NA,"auterrainc.com/",22,1,1,0,0,5,159,0,0,1,1,8,"FirmSize.MICRO_FIRM",1,2012,17,1,1.05882352941176,2,5.58823529411765,8
"Authenex","Authenex","Authenex",8,"Authenex Two Factor Authentication; Ultra-Secure Flash ...",58,NA,"authenex.com/site_en/index.html",42,1,1,0,0,1,160,0,0,1,1,13,"FirmSize.SMALL_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"Autonomic Materials","Autonomic Materials","Autonomic Materials",19,"Home [www.autonomicmaterials.com]",33,NA,"autonomicmaterials.com/",35,1,2,0,0,5,161,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,2016,2,2,1,1,1,1
"Avago Technologies General IP (Singapore) Pte. Ltd.","Avago Technologies General IP (Singapore) Pte","Avago Technologies General IP (Singapore) Pte",45,"Avago Technologies General IP Singapore Pte Ltd - Bloomberg",59,1,"",104,1,6,0,0,0,162,1,0,0,1,2282,"FirmSize.LARGE_FIRM",0,2006,1572,2,1.00254452926209,1,2.69338422391858,2
"Avalanche Technology","Avalanche Technology","Avalanche Technology",20,"Home | Avalanche Technology",27,NA,"avalanche-technology.com/",36,1,2,0,0,5,163,1,0,0,1,320,"FirmSize.US_MEDIUM_FIRM",1,2010,225,2,1,1,2.93333333333333,3.5
"Avant Garde Therapeutics & Technologies LLC","Avant Garde Therapeutics & Technologies","Avant Garde Therapeutics & Technologies",39,"Avant Garde Therapeutics And Technologies LLC in Suffern ...",60,1,"",79,1,4,0,0,0,164,1,0,0,1,0,"FirmSize.UNDEFINED",1,2012,3,1,1,1,1.66666666666667,2
"Avantor Performance Materials","Avantor Performance Materials","Avantor Performance Materials",29,"Avantor",7,NA,"avantorinc.com/",27,1,1,0,0,3,165,1,0,1,2,5,"FirmSize.MICRO_FIRM",1,2011,16,2,1,2,1.9375,4
"Avello Bioenery","Avello Bioenery","Avello Bioenery",15,"Avello Bioenergy: Biofuels Digests 2015 5-Minute Guide",54,1,"",103,1,1,0,0,0,166,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2012,4,2,1,1,4,4
"Avertech","Avertech","Avertech",8,"AVERTECH SYSTEM PTE LTD",23,NA,"avertech.com.sg/",27,1,1,0,0,5,167,0,1,0,1,47,"FirmSize.SMALL_FIRM",1,1985,29,1,1,1,1.89655172413793,2
"Avery Dennison Corporation","Avery Dennison","Avery Dennison",14,"Avery Dennison - Official Site",30,NA,"averydennison.com/",29,1,2,0,0,5,168,1,0,0,1,30000,"FirmSize.LARGE_FIRM",0,1991,1251,2,1.01518784972022,1,2.6290967226219,1.5
"AVI BioPharma","AVI BioPharma","AVI BioPharma",13,"Sarepta Therapeutics - Official Site",36,NA,"sarepta.com/",24,1,0,0,0,5,45,0,0,1,1,8439,"FirmSize.LARGE_FIRM",0,2000,49,1,1.12244897959184,1,2.75510204081633,5
"AVOGY","AVOGY","AVOGY",5,"Home - NEXGEN Power Systems",27,NA,"nexgenpowersystems.com/",31,1,0,0,0,3,46,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2013,78,1,1,1,5.23076923076923,6
"Avon Products","Avon Products","Avon Products",13,"Avon Products - Official Site",29,NA,"avon.com/",21,1,2,0,0,5,169,1,0,0,1,72320,"FirmSize.LARGE_FIRM",0,1976,361,1,1,1,2.61495844875346,2
"Avtaec Limited","Avtaec Limited","Avtaec Limited",14,"AVTEC - Official Site",21,NA,"avtec.in/",21,1,0,0,0,5,170,0,0,1,1,0,"FirmSize.UNDEFINED",1,1976,34,2,1.08823529411765,1,1.91176470588235,2.5
"AxioMx","AxioMx","AxioMx",6,"Abcam acquires AxioMx to access new growth opportu ...",54,1,"",58,1,1,0,1,0,171,0,0,1,1,0,"FirmSize.UNDEFINED",1,2016,2,1,1,1,2,2
"AZ Electronic Materials (Luxembourg) S.A.R.L.","AZ Electronic Materials (Luxembourg) SARL","AZ Electronic Materials (Luxembourg) SARL",41,"AZ Electronic Materials (Luxembourg) Srl: Private Company ...",61,1,"",82,1,4,0,0,0,47,1,1,1,3,279,"FirmSize.US_MEDIUM_FIRM",1,2012,42,5,1.02380952380952,1.5,5.33333333333333,6.75
"B.G. Negev Technologies and Applications Ltd.","BG Negev Technologies and Applications","BG Negev Technologies and Applications",38,"BGN Technologies Ltd.",21,NA,"in.bgu.ac.il/en/bgn/Pages/default.aspx",45,1,2,0,0,1,172,0,0,1,1,0,"FirmSize.UNDEFINED",1,2007,8,1,1.375,2,3.5,6
"Babcock Power Services","Babcock Power Services","Babcock Power Services",22,"Babcock Power - Official Site",29,NA,"babcockpower.com/",29,1,2,0,0,5,194,0,1,0,1,1405,"FirmSize.LARGE_FIRM",0,2011,23,1,1,1,3.47826086956522,7
"BAE Systems Information and Electronic Systems Integration Inc.","BAE Systems Information and Electronic Systems Integration","BAE Systems Information and Electronic Systems Integration",58,"Electronic Systems | BAE Systems | United States",48,1,"baesystems.com/en-us/our-company/inc-businesses/electronic-systems",78,1,4,0,0,0,173,1,0,0,1,20300,"FirmSize.LARGE_FIRM",0,2001,1133,3,1.01147396293027,1,2.261253309797,6
"Baker Hughes Incorporated","Baker Hughes","Baker Hughes",12,"Baker Hughes, a GE Company | BHGE | Fullstream Oil & Gas",56,NA,"bhge.com/",21,1,2,0,0,5,195,1,1,1,3,64000,"FirmSize.LARGE_FIRM",0,1988,5456,28,1.00696480938416,1,2.55883431085044,2.14285714285714
"Bakersun","Bakersun","Bakersun",8,"BAKERSUN, INC. Top Holdings - WhaleWisdom",41,1,"",42,3,1,0,0,0,196,0,1,0,1,16,"FirmSize.SMALL_FIRM",1,2016,2,2,1,1,1,1
"Banpil Photonics","Banpil Photonics","Banpil Photonics",16,"Banpil Photonics, Inc. ::: - Expanding the Boundaries of ...",60,NA,"banpil.com/",18,1,2,0,0,5,197,1,1,0,2,8,"FirmSize.MICRO_FIRM",1,2006,56,3,1,1,1.28571428571429,1.33333333333333
"Basell Polyolefine GmbH","Basell Polyolefine","Basell Polyolefine",18,"LyondellBasell - Official Site",30,NA,"lyondellbasell.com/",31,1,1,0,0,5,198,1,0,0,1,49,"FirmSize.SMALL_FIRM",1,2001,414,1,1.01690821256039,1,4.11594202898551,7
"BASF","BASF","BASF",4,"BASF - Official Site",20,NA,"basf.com/",21,1,1,0,0,5,174,0,1,1,2,105504,"FirmSize.LARGE_FIRM",0,1976,9412,12,1.01529961750956,1,2.57671058223544,6
"BASF Coatings GmbH","BASF Coatings","BASF Coatings",13,"Welcome to Coatings : BASF Coatings GmbH",40,NA,"basf-coatings.com/global/ecweb/en/",45,1,2,0,0,2,175,1,0,0,1,278,"FirmSize.US_MEDIUM_FIRM",1,1999,397,4,1.02518891687657,1.25,3.64735516372796,3
"BASF Corporation ","BASF","BASF",4,"BASF - Official Site",20,NA,"basf.com/",21,1,1,0,0,5,176,0,1,1,2,105504,"FirmSize.LARGE_FIRM",0,1976,9412,12,1.01529961750956,1,2.57671058223544,6
"BASF Enzymes LLC","BASF Enzymes","BASF Enzymes",12,"Enzymes - BASF",14,NA,"enzymes.basf.com/",24,1,2,0,0,5,177,0,0,1,1,111,"FirmSize.EU_MEDIUM_FIRM",1,2015,15,1,1.06666666666667,1,6,6
"BASF Plant Science GmbH","BASF Plant Science","BASF Plant Science",18,"Agriculture",11,NA,"agriculture.basf.com/us/en.html",39,1,0,0,0,5,178,0,0,1,1,95,"FirmSize.EU_MEDIUM_FIRM",1,2001,217,2,1.07373271889401,1,4.16129032258065,6.5
"BASF SE","BASF SE","BASF SE",7,"BASF - Official Site",20,NA,"basf.com/",21,1,1,0,0,5,179,1,1,1,3,105504,"FirmSize.LARGE_FIRM",0,2008,3145,43,1.04992050874404,1.44117647058824,4.83847376788553,6.20588235294118
"Battelle Energy Alliance","Battelle Energy Alliance","Battelle Energy Alliance",24,"Lab Management - Battelle",25,NA,"battelle.org/laboratory-management",46,1,1,0,0,4,199,1,1,1,3,7356,"FirmSize.LARGE_FIRM",0,2005,390,5,1.02051282051282,2,3.4,7.66666666666667
"Battelle Memorial Institute","Battelle Memorial Institute","Battelle Memorial Institute",27,"Battelle - Official Site",24,NA,"battelle.org/",25,1,1,0,0,5,200,1,1,0,2,7356,"FirmSize.LARGE_FIRM",0,1976,1585,8,1.03028391167192,1.125,3.30788643533123,5.375
"Bausch & Lomb Incorporated","Bausch & Lomb","Bausch & Lomb",13,"Bausch & Lomb - Official Site",29,NA,"bausch.com/",22,1,2,0,0,5,201,0,0,1,1,11500,"FirmSize.LARGE_FIRM",0,1976,1035,1,1.00579710144928,1,2.25918762088975,5
"BAXALTA INCORPORATED","BAXALTA","BAXALTA",7,"Shire - Official Site",21,NA,"shire.com/",22,1,0,0,0,5,180,0,0,1,1,17000,"FirmSize.LARGE_FIRM",0,1988,150,4,2,2,4.26666666666667,3.5
"Baxter Healthcare SA","Baxter Healthcare SA","Baxter Healthcare SA",20,"At the Intersection of Saving and Sustaining Lives | Baxter",59,NA,"baxter.com/",23,1,2,0,0,5,202,0,0,1,1,47000,"FirmSize.LARGE_FIRM",0,1997,734,1,2.00408719346049,2,3.91008174386921,4
"Baxter International Inc.","Baxter","Baxter",6,"At the Intersection of Saving and Sustaining Lives | Baxter",59,NA,"baxter.com/",23,1,1,0,0,5,203,0,0,1,1,47000,"FirmSize.LARGE_FIRM",0,1988,2034,1,1.38249754178958,2,3.49188391539597,4
"Bayer Cropscience AG","Bayer Cropscience AG","Bayer Cropscience AG",20,"Bayer Crop Science - Official Site",34,NA,"cropscience.bayer.com/",34,1,1,0,0,5,204,0,0,1,1,0,"FirmSize.UNDEFINED",1,2003,1028,6,1.03988326848249,1.16666666666667,5.40466926070039,3.33333333333333
"Bayer Materialscience LLC","Bayer Materialscience","Bayer Materialscience",21,"Bayer - Official Site",21,NA,"bayer.com/",22,1,1,0,0,5,205,0,0,1,1,3,"FirmSize.MICRO_FIRM",1,2004,705,1,1.08085106382979,1,4.07375886524823,5
"BCE Inc.","BCE","BCE",3,"What is the Difference Between BCE/CE and BC/AD, and Who ...",60,1,"",77,1,1,0,0,0,181,0,1,0,1,158,"FirmSize.EU_MEDIUM_FIRM",1,1980,183,1,1.01639344262295,1,2.7431693989071,1
"Bechtel Hydrocarbon Technology Solutions","Bechtel Hydrocarbon Technology Solutions","Bechtel Hydrocarbon Technology Solutions",40,"Hydrocarbon Technology Solutions - BHTS - Bechtel",49,1,"",56,1,4,0,0,0,206,1,0,0,1,0,"FirmSize.UNDEFINED",1,2013,9,2,1,1,2.77777777777778,1
"Becton","Becton","Becton",6,"Becton Dickinson - Official Site",32,NA,"bd.com/",18,1,1,0,0,5,207,1,0,1,2,58983,"FirmSize.LARGE_FIRM",0,1991,1,NA,2,NA,11,NA
"Beijing BOE Display Technology Co.","Beijing BOE Display Technology Co","Beijing BOE Display Technology Co",33,"Beijing BOE Display Technology Co., Ltd.: Private Company ...",61,1,"",82,1,5,0,0,0,208,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,2013,270,2,2,2,3.22592592592593,4.5
"Bell Helicopter Textron Inc.","Bell Helicopter Textron","Bell Helicopter Textron",23,"Bell - Home",11,NA,"bellflight.com/",22,1,1,1,0,5,209,1,0,0,1,2500,"FirmSize.LARGE_FIRM",0,1984,402,1,1.00995024875622,1,2.80099502487562,2
"Bemis Company","Bemis Company","Bemis Company",13,"Bemis Company - Official Site",29,NA,"bemis.com/",21,1,2,0,0,5,210,1,0,0,1,16582,"FirmSize.LARGE_FIRM",0,1976,83,2,1,1,1.60240963855422,1.5
"Bend Research","Bend Research","Bend Research",13,"Bend, Oregon, USA | Capsugel",28,NA,"capsugel.com/locations/bend-oregon-usa",50,1,1,0,0,2,211,1,0,0,1,223,"FirmSize.EU_MEDIUM_FIRM",1,1976,149,2,1,1,3.64429530201342,2
"BERKEN ENERGY LLC","BERKEN ENERGY","BERKEN ENERGY",13,"Welcome to Berken Energy | Groundbreaking Technology that ...",61,NA,"berkenenergy.com/",24,1,2,0,0,5,182,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2015,2,1,1,1,1,1
"Beryllium Discovery Corp.","Beryllium Discovery Corp","Beryllium Discovery Corp",24,"Static - Beryllium Discovery",28,NA,"be4.com/",15,1,2,0,1,5,212,0,0,1,1,0,"FirmSize.UNDEFINED",1,2016,1,1,2,2,5,5
"Bestway","Bestway","Bestway",7,"Bestway - Your Fun is Our Business.",35,NA,"bestwaycorp.us/",26,1,1,0,0,5,213,1,0,0,1,17888,"FirmSize.LARGE_FIRM",0,2007,7,1,1,1,2.57142857142857,3
