"organization_clnd","mean_citations_3","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Washington State University",1,1995,135,8,1.17037037037037,1.25,3.31851851851852,3.25
"Washington State University Research Foundation",1,1978,196,1,1.1530612244898,2,2.64795918367347,3
"Washington University",2,1976,807,6,1.18959107806691,1,2.9640644361834,3.16666666666667
"Washington University in St Louis",1,1997,38,1,1.13157894736842,1,2.81578947368421,4
"Waters Technologies",0,1991,305,2,1,1,3.01311475409836,2.5
"Watlow Electric Manufacturing Company",0,1976,160,1,1.0125,1,3.33125,3
"Wave Energy Conversion of America",1,2016,1,1,1,1,2,2
"Wayne State University",0,1982,353,4,1.26628895184136,2.33333333333333,2.95170454545455,4.66666666666667
"WCA Group",0,2016,1,1,1,1,2,2
"WELL Shield",0,2015,3,1,1,1,2,2
"Wentworth Laboratories",0,1976,31,1,1,1,2.09677419354839,1
"West Virginia University",0,1985,108,1,1.03703703703704,1,2.68518518518519,3
"Western Digital (Fremont)",0,2003,712,1,1.00421348314607,1,3.81039325842697,2
"Western Digital Technologies",2,2001,2194,2,1.01185050136737,1,2.46216955332726,3.5
"WestPoint Home",0,2010,6,1,1,1,2.16666666666667,4
"WHATSAPP",0,2014,30,1,1,1,2.33333333333333,2
"Whitehead Institute for Biomedical Research",0,1989,241,1,1.73858921161826,2,5.34854771784232,4
"Wikipad",0,2013,23,1,1,1,2.73913043478261,3
"William Marsh Rice University",0,1984,404,14,1.13613861386139,1.28571428571429,4.51237623762376,4.28571428571429
"Winbond Electronics Corp",1,1992,1125,8,1.06222222222222,1,1.79022222222222,1.875
"Wireless Environment",0,2011,39,1,1,1,2,2
"Wisconsin Alumni Research Foundation",1.14285714285714,1976,2981,40,1.0570278430057,1.15789473684211,2.88460248238846,3.15789473684211
"WiSys Technology Foundation",0,2003,59,2,1.06779661016949,1,2.54237288135593,2
"Wizard Labs",0,2016,2,1,1,1,2,2
"Women and Infants' Hospital Rhode Island",0,2013,3,1,2,2,10.6666666666667,4
"Wostec",0,1985,13,1,1,1,1.92307692307692,2
"WOVN",0,2016,2,1,1,1,3,3
"Wright State University",0,1977,80,1,1.025,1,2.025,3
"Wyatt Technology",0,1986,55,1,1,1,1.87272727272727,2
"X DEVELOPMENT",0,2016,320,2,1,1,2.328125,2
"Xenogenic Development Limited Liability Company",0,2013,8,1,1,1,3.25,2
"Xerox",6,1976,22548,33,1.00855951747383,1.0625,2.79096997383244,4.25
"Xintec",0,1978,52,0,1,0,2.44230769230769,0
"Xyleco",2.8,1999,197,35,1,1,1.66497461928934,2.08571428571429
"Yageo",0,1996,26,1,1,1,2.38461538461538,1
"Yale University",1.4,1977,834,12,1.26978417266187,1.33333333333333,3.40407673860911,3.58333333333333
"Yamaha",0,1976,3,0,1,0,1,0
"Yeda Research and Development Co",0,1976,929,6,1.1248654467169,1.16666666666667,3.14316469321851,4.16666666666667
"Yissum",0,1999,1,0,2,0,3,0
"Z124",2,2012,240,1,1,1,3.09166666666667,2
"ZENA TECHNOLOGIES",0,2010,41,8,1.09756097560976,1.125,2.24390243902439,2.25
"Zeno Semiconductor",6.33333333333333,2011,96,7,1,1,1.52083333333333,1.85714285714286
"Zenon Technology Partnership",0,2006,41,1,1,1,3.95121951219512,8
"Zephyr Energy Systems",0,2016,1,1,1,1,2,2
"ZIH Corp",0,2001,287,2,1,1,2.9198606271777,3
"Ziptronix",0,2002,51,1,1,1,2.19607843137255,2
"Zoetis Services",0,2015,73,1,1.02739726027397,1,3.75342465753425,3
"ZON",1,2013,31,1,1,1,2,2
"Zyvex Labs",1,2007,13,1,1,1,2.76923076923077,5
