"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","num_patents_all","pages","num_words","avg_words_per_page","first_year","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Henkel AG & Co. KGaA","Henkel AG & Co KGaA","Henkel AG & Co KGaA",19,"Henkel - Official Site",22,NA,"henkel.com/",23,1,1,0,0,5,608,1,1,1,3,54996,"FirmSize.LARGE_FIRM",0,720,175,3579880,20456.4571428571,2008,5,1.07083333333333,1,3.54861111111111,2.6
"Furukawa Electric Co.","Furukawa Electric Co","Furukawa Electric Co",20,"Furukawa Electric Co., Ltd.",27,NA,"furukawa.co.jp/en/",30,1,3,0,0,5,512,1,0,0,1,51925,"FirmSize.LARGE_FIRM",0,2086,69,402747,5836.91304347826,1976,5,1.20709491850431,1.4,3.20182166826462,4.2
"JFE STEEL CORPORATION","JFE STEEL","JFE STEEL",9,"JFE Holdings, Inc.JFE Holdings, Inc.",36,1,"jfe-steel.co.jp/en/",33,2,1,0,0,0,691,1,1,0,2,51526,"FirmSize.LARGE_FIRM",0,551,50,177034,3540.68,2004,3,1.06533575317604,1,4.38656987295826,3.66666666666667
"GE Healthcare Limited","GE Healthcare Limited","GE Healthcare Limited",21,"GE Healthcare | Home",20,NA,"gehealthcare.com/",29,1,2,0,0,5,517,0,0,1,1,51373,"FirmSize.LARGE_FIRM",0,201,65,708011,10892.4769230769,2005,1,1.1044776119403,1,3.26865671641791,2
"Schlumberger Technology Corporation","Schlumberger Technology","Schlumberger Technology",23,"Oilfield Services | Schlumberger",32,NA,"slb.com/",20,1,1,0,0,5,1157,1,0,0,1,50979,"FirmSize.LARGE_FIRM",0,6649,196,2966393,15134.6581632653,1976,3,1.01097909460069,1,2.85576778462927,2.66666666666667
"Illinois Tool Works","Illinois Tool Works","Illinois Tool Works",19,"ITW - Official Site",19,NA,"itw.com/",19,1,0,0,0,5,647,1,0,1,2,50000,"FirmSize.LARGE_FIRM",0,4933,26,120351,4628.88461538462,1976,2,1.00243259679708,1,2.13686131386861,2.5
"Ecolab Inc.","Ecolab","Ecolab",6,"Ecolab - Official Site",22,NA,"ecolab.com/",23,1,1,0,0,5,438,1,0,0,1,48400,"FirmSize.LARGE_FIRM",0,1474,53,584748,11032.9811320755,1987,3,1.0033921302578,1,3.43856076035302,4.66666666666667
"Nalco Company","Nalco Company","Nalco Company",13,"Reinventing the Way Water is Managed - ecolab.com",49,NA,"ecolab.com/nalco-water",34,1,0,0,0,5,875,0,1,1,2,48400,"FirmSize.LARGE_FIRM",0,386,NA,NA,NA,1986,2,1.01295336787565,1,2.89119170984456,3
"PPG Industries Ohio","PPG Industries Ohio","PPG Industries Ohio",19,"PPG: WE PROTECT AND BEAUTIFY THE WORLD. - PPG - PPG Industries",62,NA,"corporate.ppg.com/Home.aspx",34,1,2,0,0,5,976,1,1,0,2,47200,"FirmSize.LARGE_FIRM",0,4211,39,362697,9299.92307692308,1976,11,1.00284967941107,1.1,2.43776722090261,2.5
"Baxter Healthcare SA","Baxter Healthcare SA","Baxter Healthcare SA",20,"At the Intersection of Saving and Sustaining Lives | Baxter",59,NA,"baxter.com/",23,1,2,0,0,5,202,0,0,1,1,47000,"FirmSize.LARGE_FIRM",0,734,3,34278,11426,1997,1,2.00408719346049,2,3.91008174386921,4
"Baxter International Inc.","Baxter","Baxter",6,"At the Intersection of Saving and Sustaining Lives | Baxter",59,NA,"baxter.com/",23,1,1,0,0,5,203,0,0,1,1,47000,"FirmSize.LARGE_FIRM",0,2034,3,40003,13334.3333333333,1988,1,1.38249754178958,2,3.49188391539597,4
"Taiwan Semiconductor Manufacturing Company","Taiwan Semiconductor Manufacturing Company","Taiwan Semiconductor Manufacturing Company",42,"Taiwan Semiconductor Manufacturing Company Limited",50,NA,"tsmc.com/english/default.htm",35,1,4,0,0,1,1305,1,1,1,3,46968,"FirmSize.LARGE_FIRM",0,14570,55,577955,10508.2727272727,1988,158,1.00878517501716,1.01910828025478,3.50199039121483,3.64331210191083
"TMC Corporation","TMC","TMC",3,"Turner Classic Movies - Official Site",37,NA,"tcm.com/",19,1,0,0,0,5,1297,0,1,0,1,46968,"FirmSize.LARGE_FIRM",0,320,58,1879908,32412.2068965517,1976,1,1.034375,1,2.29874213836478,2
"Dow Corning Corporation","Dow Corning","Dow Corning",11,"Dow Corning Integration | The Dow Chemical Company",50,NA,"dow.com/en-us/dow-corning-integration",49,1,2,0,0,1,408,1,0,1,2,46200,"FirmSize.LARGE_FIRM",0,2776,NA,NA,NA,1976,5,1.06844380403458,1,2.58177233429395,2.8
"Dow Global Technologies Inc.","Dow Global Technologies","Dow Global Technologies",23,"Dow Chemical Company - Official Site",36,NA,"dow.com/en-us",25,1,1,0,0,5,409,1,1,1,3,46200,"FirmSize.LARGE_FIRM",0,2475,NA,NA,NA,2002,21,1.10343434343434,1.33333333333333,4.05212121212121,4.09523809523809
"Dow Technology Investments LLC","Dow Technology Investments","Dow Technology Investments",26,"Dow Chemical Company - Official Site",36,NA,"dow.com/en-us",25,2,1,0,0,2,410,0,0,1,1,46200,"FirmSize.LARGE_FIRM",0,65,NA,NA,NA,2009,1,1.03076923076923,1,4.49230769230769,3
"Rohm and Haas Chemicals LLC","Rohm and Haas Chemicals","Rohm and Haas Chemicals",23,"Dow Chemical Company - Official Site",36,NA,"dow.com/en-us",25,1,0,0,0,5,1094,1,0,0,1,46200,"FirmSize.LARGE_FIRM",0,1,NA,NA,NA,2016,1,2,2,4,4
"Rohm and Haas Company","Rohm and Haas Company","Rohm and Haas Company",21,"Dow Chemical Company - Official Site",36,NA,"dow.com/en-us",25,1,1,0,0,5,1095,1,0,1,2,46200,"FirmSize.LARGE_FIRM",0,2801,NA,NA,NA,1976,5,1.04534094966084,1.4,2.57321428571429,2.2
"Toray Industries Inc. ","Toray Industries","Toray Industries",16,"TORAY",5,NA,"toray.com/",22,1,1,0,0,4,1361,1,1,0,2,45762,"FirmSize.LARGE_FIRM",0,1991,16,44711,2794.4375,1976,15,1.07985936715218,1.06666666666667,3.50577599196384,4.06666666666667
"Quest Diagnostics Investments Incorporated","Quest Diagnostics Investments","Quest Diagnostics Investments",29,"Quest Diagnostics Company Overview",34,NA,"ir.questdiagnostics.com/",31,1,2,0,0,3,1052,0,0,1,1,45000,"FirmSize.LARGE_FIRM",0,213,39,1048767,26891.4615384615,2001,1,1.02347417840376,1,2.72769953051643,2
"BROOKLYN QUANTUM WORKS","BROOKLYN QUANTUM WORKS","BROOKLYN QUANTUM WORKS",22,"BROOKLYN QUANTUM WORKS, Patent Owner, DENVER, CO",48,1,"",74,1,3,0,0,2,191,1,0,0,1,44671,"FirmSize.LARGE_FIRM",0,1,NA,NA,NA,2016,1,2,2,2,2
"LG Electronics Inc.","LG Electronics","LG Electronics",14,"LG Electronics - Official Site",30,NA,"lg.com/us",21,1,2,0,0,5,748,1,1,0,2,44484,"FirmSize.LARGE_FIRM",0,24264,239,5677846,23756.6778242678,1983,60,1.00984998351467,1.03389830508475,3.11024563138806,3.45762711864407
"E. I. du Pont de Nemours and Company duPont Displays Inc","E I du Pont de Nemours and Company duPont Displays","E I du Pont de Nemours and Company duPont Displays",50,"DuPont - Official Site",22,NA,"dupont.com/",22,1,5,0,0,3,418,1,0,0,1,44000,"FirmSize.LARGE_FIRM",0,2,NA,NA,NA,2010,1,1,1,3,3
"Pioneer Hi Bred International Inc","Pioneer Hi Bred","Pioneer Hi Bred",15,"Pioneer | DuPont | DuPont USA",29,NA,"dupont.com/corporate-functions/our-company/businesses/pioneer.html",77,1,1,0,1,2,1010,0,0,1,1,44000,"FirmSize.LARGE_FIRM",0,1007,NA,NA,NA,2001,4,1.02681231380338,1,2.69284294234592,3.5
"NOK Corporation","NOK","NOK",3,"Nokia Corporation (NOK) - Yahoo Finance",39,1,"www.nok.co.jp/en/",35,1,1,1,0,2,871,1,0,0,1,43529,"FirmSize.LARGE_FIRM",0,799,16,51750,3234.375,1977,2,1.1514392991239,1,3.01376720901126,2.5
"Novon","Novon","Novon",5,"Novon Company, Inc. Dynamic Mixers",34,NA,"novon.com/",21,1,1,0,0,5,930,0,1,1,2,42682,"FirmSize.LARGE_FIRM",0,32,13,23080,1775.38461538462,1984,2,1.1875,1.5,2.40625,4
"O.B.I. Inc.","OBI","OBI",3,"Oklahoma Blood Institute",24,NA,"obi.org/",16,1,0,0,0,5,940,0,1,0,1,42000,"FirmSize.LARGE_FIRM",0,5,36,169289,4702.47222222222,1989,1,1,1,1,1
"Seagate Technology LLC","Seagate Technology","Seagate Technology",18,"Seagate - Official Site",23,NA,"seagate.com/",24,1,1,0,0,5,1162,1,0,0,1,41000,"FirmSize.LARGE_FIRM",0,6659,42,872755,20779.880952381,1984,6,1.00240276317765,1,2.96801321519748,3.5
"Mediatek Inc.","Mediatek","Mediatek",8,"MediaTek - Official Site",24,NA,"mediatek.com/",25,1,1,0,0,5,819,1,0,0,1,40749,"FirmSize.LARGE_FIRM",0,2439,40,487093,12177.325,1999,2,1.01394013940139,1,2.4510045100451,5.5
"Electrix","Electrix","Electrix",8,"Electrix Illumination - Commercial & Architectural LED ...",58,NA,"electrixillumination.com/",37,1,1,0,0,3,444,0,1,0,1,40100,"FirmSize.LARGE_FIRM",0,17,56,376166,6717.25,1986,1,1,1,1.29411764705882,4
"Infineon Technologies AG","Infineon Technologies AG","Infineon Technologies AG",24,"Infineon Technologies - Official Site",37,NA,"infineon.com/",25,1,2,0,0,5,660,1,0,1,2,40098,"FirmSize.LARGE_FIRM",0,11548,2,29071,14535.5,2000,20,1.03931416695532,1,2.53342570142016,2.95
"Infineon Technologies Americas Corp.","Infineon Technologies Americas Corp","Infineon Technologies Americas Corp",35,"Infineon Technologies - Official Site",37,NA,"infineon.com/",25,1,2,0,0,5,661,1,0,0,1,40098,"FirmSize.LARGE_FIRM",0,149,2,25382,12691,2015,5,1,1,2.18120805369128,1.6
"Seiko Instruments Inc.","Seiko Instruments","Seiko Instruments",17,"Seiko Instruments USA, Inc.",27,NA,"seikoinstruments.com/",32,1,2,0,0,5,1165,1,1,1,3,39819,"FirmSize.LARGE_FIRM",0,2063,3,11411,3803.66666666667,1976,9,1.06156083373728,1,2.43141056713524,2.11111111111111
"Applied Biosystems","Applied Biosystems","Applied Biosystems",18,"Applied Biosystems - Official Site",34,NA,"thermofisher.com/us/en/home/brands/applied-biosystems.html",70,1,2,0,0,1,128,1,0,1,2,39750,"FirmSize.LARGE_FIRM",0,464,29,1711420,59014.4827586207,1987,4,1.04094827586207,1,3.1573275862069,6.75
"Life Technologies Corporation","Life Technologies","Life Technologies",17,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,0,0,0,4,763,1,0,1,2,39750,"FirmSize.LARGE_FIRM",0,894,NA,NA,NA,1984,21,1.03020134228188,1,3.56375838926175,5.42857142857143
"Thermo Finnigan","Thermo Finnigan","Thermo Finnigan",15,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,1,0,0,5,1348,1,0,0,1,39750,"FirmSize.LARGE_FIRM",0,277,NA,NA,NA,2002,1,1.01083032490975,1,2.23465703971119,2
"Thermo Fisher Scientific Inc.","Thermo Fisher Scientific","Thermo Fisher Scientific",24,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,3,0,0,4,1349,0,0,1,1,39750,"FirmSize.LARGE_FIRM",0,95,3,181016,60338.6666666667,2006,1,1.01052631578947,1,2.93684210526316,2
"Cisco Technology","Cisco Technology","Cisco Technology",16,"Cisco - Official Site",21,NA,"cisco.com/",22,1,1,0,0,5,318,1,0,0,1,39200,"FirmSize.LARGE_FIRM",0,12458,31,246136,7939.87096774194,1998,2,1.00160539412426,1,2.92550971263445,2.5
"Pacific Industrial Development Corporation","Pacific Industrial Development","Pacific Industrial Development",30,"Specialty chemical manufacturing for performance ...",52,NA,"pidc.com/",17,1,0,0,0,5,980,0,0,1,1,38700,"FirmSize.LARGE_FIRM",0,2,53,124526,2349.54716981132,2016,1,1,1,3,3
"Hoya Corporation","Hoya","Hoya",4,"Hoya Vision | Hoya Vision",25,NA,"hoyavision.com/",27,1,1,0,0,4,622,1,0,0,1,37209,"FirmSize.LARGE_FIRM",0,2207,159,1528494,9613.16981132075,1977,11,1.04802899864069,1,2.11740707162285,3.90909090909091
"Sumitomo Rubber Industries","Sumitomo Rubber Industries","Sumitomo Rubber Industries",26,"Sumitomo Rubber USA - Official Site",35,NA,"sumitomorubber-usa.com/",31,2,2,0,0,1,1259,1,0,1,2,36650,"FirmSize.LARGE_FIRM",0,2522,18,73245,4069.16666666667,1976,4,1.0725614591594,1,1.92149088025377,1
"Omron Corporation","Omron","Omron",5,"Omron - Official Site",21,NA,"omron.com/",22,1,1,0,0,5,953,1,1,1,3,36518,"FirmSize.LARGE_FIRM",0,2421,40,296538,7413.45,1977,6,1.04708798017348,1.5,2.96778190830235,4.33333333333333
"Boehringer Ingelheim Vetmedica GmbH","Boehringer Ingelheim Vetmedica","Boehringer Ingelheim Vetmedica",30,"Boehringer Ingelheim Vetmedica",30,NA,"bi-vetmedica.com/",25,1,3,0,0,5,236,1,0,0,1,36273,"FirmSize.LARGE_FIRM",0,189,45,152411,3386.91111111111,1986,1,1.07407407407407,1,3.48677248677249,5
"Boehringer Ingelheim International GmbH","Boehringer Ingelheim","Boehringer Ingelheim",20,"Boehringer Ingelheim - Official Site",36,NA,"boehringer-ingelheim.com/",37,1,2,0,0,5,235,0,0,1,1,36263,"FirmSize.LARGE_FIRM",0,1739,77,394031,5117.28571428571,1976,3,1.03105232892467,1,4.96375143843498,1
"Kobe Steel","Kobe Steel Limited","Kobe Steel",10,"Kobe Steel - Official Site",26,NA,"kobelco.co.jp/english/",33,1,2,0,0,5,735,0,0,0,0,36019,"FirmSize.LARGE_FIRM",0,1213,70,236800,3382.85714285714,1976,13,1.12366034624897,1.30769230769231,3.48639736191261,5.30769230769231
"Sony Corporation","Sony","Sony",4,"Sony - Official Site",20,NA,"sony.com/",21,1,1,0,0,5,1239,1,1,1,3,35467,"FirmSize.LARGE_FIRM",0,47276,57,936734,16433.9298245614,1976,82,1.12972755732295,1.04878048780488,2.36553635267489,2.14634146341463
"Nissan North America","Nissan North America","Nissan North America",20,"Corporate Information About Nissan | Nissan USA",47,NA,"nissanusa.com/about/corporate-information.html",58,1,1,0,0,3,918,1,0,0,1,35422,"FirmSize.LARGE_FIRM",0,427,57,1435865,25190.6140350877,2009,2,1.02341920374707,1,2.27400468384075,2.5
"ALSTOM Technology Ltd","ALSTOM Technology","ALSTOM Technology",17,"Alstom - Official Site",22,NA,"alstom.com/",23,1,1,0,0,5,24,1,1,0,2,34500,"FirmSize.LARGE_FIRM",0,1372,67,929727,13876.5223880597,1989,4,1.00874635568513,1,2.73032069970845,2.5
"Forest Concepts","Forest Concepts","Forest Concepts",15,"Forest Concepts: Home",21,NA,"forestconcepts.com/",30,1,2,1,0,5,504,0,1,0,1,34250,"FirmSize.LARGE_FIRM",0,31,29,205545,7087.75862068965,2002,1,1,1,2.70967741935484,2
"Micron Technology","Micron Technology","Micron Technology",17,"Micron Technology - Official Site",33,NA,"micron.com/",23,1,2,0,0,5,835,1,0,0,1,34100,"FirmSize.LARGE_FIRM",0,24867,124,1329636,10722.8709677419,1984,64,1.00108577633008,1,1.94052358547473,2.328125
"QUALCOMM Incorporated","QUALCOMM","QUALCOMM",8,"Qualcomm - Official Site",24,NA,"qualcomm.com/",25,1,1,0,0,5,1042,1,0,0,1,33800,"FirmSize.LARGE_FIRM",0,17942,2,542682,271341,1982,14,1.00139337866459,1,3.03895886746182,3.14285714285714
"QUALCOMM MEMS Technologies","QUALCOMM MEMS Technologies","QUALCOMM MEMS Technologies",26,"Qualcomm - Official Site",24,NA,"qualcomm.com/",25,1,1,0,0,5,1043,1,0,0,1,33800,"FirmSize.LARGE_FIRM",0,590,NA,NA,NA,2007,2,1,1,2.59830508474576,3.5
"Kao Corporation","Kao","Kao",3,"Army Knowledge Online - Pre-Acceptance",38,NA,"us.army.mil/",24,1,0,0,0,5,723,0,1,1,2,33560,"FirmSize.LARGE_FIRM",0,6281,1,2035,2035,1976,2,1.03789205540519,1,3.18786817385767,4.5
"American Air Liquide","American Air Liquide","American Air Liquide",20,"Air Liquide USA | Gases, technologies & services for ...",56,NA,"industry.airliquide.us/",31,1,2,0,0,5,105,1,0,0,1,32900,"FirmSize.LARGE_FIRM",0,327,68,355330,5225.44117647059,1989,2,1.45871559633028,1,2.90825688073395,2.5
"CNH Industrial America LLC","CNH Industrial America","CNH Industrial America",22,"CNH Industrial - Official Site",30,NA,"cnhindustrial.com/en-us/Pages/Homepage.aspx",50,1,2,0,0,2,263,0,1,0,1,32678,"FirmSize.LARGE_FIRM",0,604,86,1686199,19606.9651162791,2014,1,1.00331125827815,1,3.01324503311258,3
"Archer Daniels Midland Company","Archer Daniels Midland Company","Archer Daniels Midland Company",30,"Archer Daniels Midland | ADM",28,NA,"adm.com/",20,1,3,0,0,5,136,1,1,1,3,31800,"FirmSize.LARGE_FIRM",0,190,50,279893,5597.86,1976,6,1.06315789473684,1.16666666666667,2.64736842105263,3
"Rockwell Collins","Rockwell Collins","Rockwell Collins",16,"Rockwell Collins - Official Site",32,NA,"rockwellcollins.com/",31,1,2,0,0,5,1093,1,1,0,2,31200,"FirmSize.LARGE_FIRM",0,1640,97,3113941,32102.4845360825,1999,3,1.00243902439024,1,2.49451219512195,4
"OLYMPUS CORPORATION","OLYMPUS","OLYMPUS",7,"Olympus Corporation - Official Site",35,NA,"olympusamerica.com/",26,1,1,0,0,5,943,1,0,0,1,30702,"FirmSize.LARGE_FIRM",0,4739,21,195508,9309.90476190476,1977,1,1.06752479426039,1,2.20025321797848,1
"Michelin Recherche et Technique S.A.","Michelin Recherche et Technique SA","Michelin Recherche et Technique SA",34,"Michelin Group: news from the tire and mobility leader ...",58,1,"michelin.com/eng",28,1,1,0,0,2,828,1,0,0,1,30626,"FirmSize.LARGE_FIRM",0,1948,NA,NA,NA,1982,2,1.45893223819302,2,2.16786447638604,2.5
"Freescale Semiconductor","Freescale Semiconductor","Freescale Semiconductor",23,"NXP Semiconductors - Official Site",34,NA,"nxp.com/",20,1,1,0,0,5,507,1,0,1,2,30100,"FirmSize.LARGE_FIRM",0,5536,3,74074,24691.3333333333,2004,33,1.01499277456647,1,2.71893063583815,2.72727272727273
"NXP USA","NXP USA","NXP USA",7,"NXP Semiconductors - Official Site",34,NA,"nxp.com/",20,1,1,0,0,5,874,1,0,0,1,30100,"FirmSize.LARGE_FIRM",0,404,NA,NA,NA,2016,2,1,1,2.64108910891089,1
"Avery Dennison Corporation","Avery Dennison","Avery Dennison",14,"Avery Dennison - Official Site",30,NA,"averydennison.com/",29,1,2,0,0,5,168,1,0,0,1,30000,"FirmSize.LARGE_FIRM",0,1251,53,407731,7693.03773584906,1991,2,1.01518784972022,1,2.6290967226219,1.5
"Boston Scientific Scimed","Boston Scientific Scimed","Boston Scientific Scimed",24,"Boston Scientific- US - Boston Scientific",41,NA,"bostonscientific.com/en-US/Home.html",47,1,2,0,0,4,240,1,0,1,2,29785,"FirmSize.LARGE_FIRM",0,3582,105,2097146,19972.819047619,2002,6,1.00335008375209,1,2.81518704634283,3.16666666666667
"Texas Instruments Deutschland GmbH","Texas Instruments Deutschland","Texas Instruments Deutschland",34,"Germany - TI Careers",20,1,"http://www.ti.com/",31,2,0,0,0,2,1329,1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,304,NA,NA,NA,1977,1,1.04934210526316,1,2.09868421052632,1
"Texas Instruments Incorporated","Texas Instruments","Texas Instruments",17,"Texas Instruments - Official Site",33,NA,"ti.com/",18,1,2,0,0,5,1330,1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,21496,NA,NA,NA,1976,20,1.00832713062895,1,2.21708383734996,2.35
"Bristol-Myers Squibb Company","Bristol-Myers Squibb Company","Bristol-Myers Squibb Company",28,"Bristol-Myers Squibb - Global Biopharmaceutical Company",55,NA,"bms.com/",20,1,4,0,0,5,246,0,0,1,1,29587,"FirmSize.LARGE_FIRM",0,3794,55,322008,5854.69090909091,1976,1,1.03795466526094,1,4.10147601476015,3
"SUMITOMO WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS",23,"Sumitomo Wiring System, Ltd.",28,NA,"sws.co.jp/en/",25,1,2,0,0,5,1135,1,0,0,1,29574,"FirmSize.LARGE_FIRM",0,3184,33,128137,3882.93939393939,1987,1,1.51162060301508,1,2.1608040201005,2
"AbbVie Inc.","AbbVie","AbbVie",6,"AbbVie Inc. - Official Site",27,NA,"abbvie.com/",23,1,1,0,0,5,49,0,0,1,1,29000,"FirmSize.LARGE_FIRM",0,554,92,1165311,12666.4239130435,1981,14,1.14620938628159,1,7.50361010830325,6.71428571428571
"TRANE INTERNATIONAL INC.","TRANE","TRANE",5,"Trane - Official Site",21,NA,"trane.com/index.aspx",31,1,1,0,0,4,1300,0,1,0,1,29000,"FirmSize.LARGE_FIRM",0,223,90,10699865,118887.388888889,2002,1,1.00896860986547,1,2.9372197309417,4
"Syngenta Participations AG","Syngenta Participations AG","Syngenta Participations AG",26,"Syngenta - Official Site",24,NA,"syngenta.com/",25,1,1,0,1,5,1282,0,0,1,1,27810,"FirmSize.LARGE_FIRM",0,1036,134,2201034,16425.6268656716,2001,6,1.03378378378378,1.33333333333333,2.49903474903475,3.33333333333333
"Dana Corporation","Dana","Dana",4,"Dana Incorporated - Official Site",33,NA,"dana.com/",20,1,1,0,0,5,380,0,1,1,2,27500,"FirmSize.LARGE_FIRM",0,1653,13,68022,5232.46153846154,1976,2,1.00423472474289,2,1.7664851784634,10
"Honda Motor Co.","Honda Motor Co","Honda Motor Co",14,"American Honda Motor Company - Official Site",44,NA,"honda.com/",22,1,3,0,0,5,619,1,1,0,2,27500,"FirmSize.LARGE_FIRM",0,12026,13,135183,10398.6923076923,1977,13,1.08323632130384,1.15384615384615,2.77590221187427,4.23076923076923
"Amgen Fremont Inc.","Amgen Fremont","Amgen Fremont",13,"Amgen - Official Site",21,NA,"amgen.com/",22,1,1,0,0,5,108,0,0,1,1,27187,"FirmSize.LARGE_FIRM",0,72,NA,NA,NA,2006,2,1.58333333333333,2,7.38888888888889,7
"Amgen Inc.","Amgen","Amgen",5,"Amgen - Official Site",21,NA,"amgen.com/",22,1,1,0,0,5,109,0,0,1,1,27187,"FirmSize.LARGE_FIRM",0,1241,NA,NA,NA,1985,1,1.08219178082192,1,5.25463336019339,7
"Rolls-Royce North American Technologies","Rolls-Royce North American Technologies","Rolls-Royce North American Technologies",39,"Rolls-Royce  Powering North America  Rolls-Royce",48,1,"rolls-royce.com/country-sites/northamerica.aspx",59,1,3,0,0,0,1099,1,0,0,1,27020,"FirmSize.LARGE_FIRM",0,135,NA,NA,NA,2006,1,1.2,1,2.15555555555556,2
"Rolls-Royce PLC","Rolls-Royce PLC","Rolls-Royce PLC",15,"Rolls-Royce Holdings - Official Site",36,NA,"rolls-royce.com/",28,1,2,0,0,5,1100,1,0,0,1,27020,"FirmSize.LARGE_FIRM",0,2376,8,167896,20987,1978,1,1.02020202020202,1,1.9023569023569,1
"Fuji Electric Co.","Fuji Electric Co","Fuji Electric Co",16,"Fujielectric - Official Site",28,NA,"fujielectric.com/",29,1,2,0,0,5,508,1,1,0,2,26864,"FirmSize.LARGE_FIRM",0,4586,106,727705,6865.14150943396,1976,56,1.06825119930222,1.10714285714286,2.05102485826428,2.58928571428571
"HARMAN INTERNATIONAL INDUSTRIES","HARMAN INDUSTRIES","HARMAN INDUSTRIES",17,"Harman International Industries - Official Site",47,NA,"harman.com/",23,1,2,0,0,5,587,1,0,0,1,26599,"FirmSize.LARGE_FIRM",0,787,26,165339,6359.19230769231,1976,1,1.01524777636595,1,2.00635324015248,4
"Praxair S.T. Technology","Praxair ST Technology","Praxair ST Technology",21,"Praxair - Official Site",23,NA,"praxair.com/",24,1,1,0,0,5,1027,1,0,0,1,26461,"FirmSize.LARGE_FIRM",0,143,NA,NA,NA,1992,1,1.02097902097902,1,2.45454545454545,3
"Praxair Technology","Praxair Technology","Praxair Technology",18,"Praxair - Official Site",23,NA,"praxair.com/",24,1,1,0,0,5,1028,1,0,0,1,26461,"FirmSize.LARGE_FIRM",0,1269,112,905553,8085.29464285714,1992,1,1.01260835303388,1,2.65878644602049,4
"GE-Hitachi Nuclear Energy Americas LLC","GE-Hitachi Nuclear Energy Americas","GE-Hitachi Nuclear Energy Americas",34,"GE Hitachi Nuclear Energy - Official Site",41,NA,"nuclear.gepower.com/",28,1,4,0,0,1,518,1,0,0,1,26181,"FirmSize.LARGE_FIRM",0,144,28,315385,11263.75,2009,2,1,1,2.90277777777778,2.5
