firm,lookup_firm,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state
Amtech Systems,Amtech Systems,14,Amtech Group - Official Site,28,,amtechsystems.com/,29,1,1,0,0,5,114,0,1,0,1,468,FirmSize.US_MEDIUM_FIRM
Conexant Systems,Conexant Systems,16,Synaptics - Official Site,25,,synaptics.com/,26,1,0,0,1,5,334,1,0,0,1,312,FirmSize.US_MEDIUM_FIRM
Faurecia Interior Systems,Faurecia Interior Systems,25,Faurecia - Official Site,24,,faurecia.com/en,26,1,1,0,0,5,489,0,0,1,1,350,FirmSize.US_MEDIUM_FIRM
SAE Magnetics (HK) Ltd.,SAE Magnetics (HK),18,SAE - Official Site,19,,sae.com.hk/,22,1,1,0,0,5,1107,1,1,0,2,385,FirmSize.US_MEDIUM_FIRM
Complete Genomics,Complete Genomics,17,Complete Genomics - Official Site,33,,completegenomics.com/,32,1,2,0,0,5,332,1,0,0,1,255,FirmSize.US_MEDIUM_FIRM
Adhesives Research,Adhesives Research,18,Adhesives Research - Official Site,34,,adhesivesresearch.com/,33,1,2,0,0,5,64,1,0,0,1,342,FirmSize.US_MEDIUM_FIRM
McElroy Manufacturing,McElroy Manufacturing,21,McElroy - Official Site,23,,mcelroy.com/,23,1,1,0,0,5,817,1,0,0,1,280,FirmSize.US_MEDIUM_FIRM
Sequenom,Sequenom,8,Sequenom - Official Site,24,,sequenom.com/,25,1,1,0,0,5,1179,1,0,0,1,434,FirmSize.US_MEDIUM_FIRM
Sangamo BioSciences,Sangamo BioSciences,19,"Sangamo Therapeutics, Inc. - Official Site",42,,sangamo.com/,24,1,1,0,0,5,1150,0,0,1,1,260,FirmSize.US_MEDIUM_FIRM
Humanetics Corporation,Humanetics,10,Humanetics - Official Site,26,,humaneticsatd.com/,29,1,1,0,0,5,623,1,0,0,1,262,FirmSize.US_MEDIUM_FIRM
Veracyte,Veracyte,8,Veracyte,8,,veracyte.com/,25,1,1,0,0,5,1424,0,0,1,1,255,FirmSize.US_MEDIUM_FIRM
AgroFresh Inc.,AgroFresh,9,AgroFresh - Official Site,25,,agrofresh.com/,26,1,1,0,0,5,84,0,0,1,1,284,FirmSize.US_MEDIUM_FIRM
INTEVAC,INTEVAC,7,Intevac - Official Site,23,,intevac.com/,24,1,1,0,0,5,641,0,1,0,1,281,FirmSize.US_MEDIUM_FIRM
Sungevity Inc.,Sungevity,9,Sungevity - Official Site,25,,sungevity.com/,25,1,1,0,0,5,1271,0,1,0,1,400,FirmSize.US_MEDIUM_FIRM
Tigo Energy,Tigo Energy,11,Tigo Energy - Official Site,27,,tigoenergy.com/,27,1,2,0,0,5,1357,0,1,0,1,272,FirmSize.US_MEDIUM_FIRM
Cross Match Technologies,Cross Match Technologies,24,Crossmatch - Official Site,26,,crossmatch.com/,27,1,2,0,0,5,354,1,0,0,1,273,FirmSize.US_MEDIUM_FIRM
Applied Nanostructures,Applied Nanostructures,22,Appnano - Official Site,23,,appnano.com/,23,1,0,0,0,5,133,1,0,0,1,295,FirmSize.US_MEDIUM_FIRM
Luna Innovations Incorporated,Luna Innovations,16,Luna Innovations - Official Site,32,,lunainc.com/,19,1,2,0,0,5,780,1,0,0,1,318,FirmSize.US_MEDIUM_FIRM
FutureWei Technologies,FutureWei Technologies,22,Huawei United States - Building a Fully Connected ...,53,,huawei.com/us/,26,1,0,0,0,5,513,0,1,0,1,301,FirmSize.US_MEDIUM_FIRM
DECA Technologies Inc.,DECA Technologies,17,Deca electronics interconnect & semiconductor packaging ...,59,,decatechnologies.com/,32,1,1,0,0,5,367,1,0,0,1,318,FirmSize.US_MEDIUM_FIRM
Electronic Warfare Associates,Electronic Warfare Associates,29,EWA - Electronic Warfare Associates,35,,ewa.com/,15,1,3,0,0,5,445,1,0,0,1,353,FirmSize.US_MEDIUM_FIRM
Brewer Science Inc.,Brewer Science,14,Brewer Science | Microelectronic Materials Manufacturer,55,,brewerscience.com/,30,1,2,0,0,5,242,1,0,0,1,358,FirmSize.US_MEDIUM_FIRM
Proterra Inc.,Proterra,8,"Proterra, Inc. - Electric Bus | Zero-Emission Bus | EV Bus",58,,proterra.com/,25,1,1,0,0,5,1037,0,0,1,1,370,FirmSize.US_MEDIUM_FIRM
ACell,ACell,5,ACell - Official Site,21,,acell.com/,18,1,1,0,0,5,12,0,0,1,1,376,FirmSize.US_MEDIUM_FIRM
Zygo Corporation,Zygo,4,Zygo Corporation - Official Site,32,,zygo.com/,21,1,1,0,0,5,1474,1,0,0,1,374,FirmSize.US_MEDIUM_FIRM
Relypsa,Relypsa,7,Relypsa Inc. - Official Site,28,,relypsa.com/,24,1,1,0,0,5,1069,1,0,0,1,429,FirmSize.US_MEDIUM_FIRM
Pacific Biosciences of California,Pacific Biosciences of California,33,Pacific Biosciences - Home - PacBio,35,,pacb.com/,21,1,2,0,0,5,979,1,0,0,1,456,FirmSize.US_MEDIUM_FIRM
Carbon3D,Carbon3D,8,Carbon - The Future of 3D Manufacturing Printers & Systems,58,,carbon3d.com/,25,1,0,0,0,5,286,1,0,0,1,493,FirmSize.US_MEDIUM_FIRM
Chromalox,Chromalox,9,"Chromalox, Inc. - Official Site",31,,chromalox.com/,25,1,1,0,0,5,316,0,1,0,1,475,FirmSize.US_MEDIUM_FIRM
Meyer Tool,Meyer Tool,10,Meyer Tool - Serving Aerospace and Power Generation ...,55,,meyertool.com/,26,1,2,0,0,5,827,1,0,0,1,475,FirmSize.US_MEDIUM_FIRM
Piksel,Piksel,6,Piksel - Official Site,22,,piksel.com/,19,1,1,0,0,5,1007,1,0,0,1,461,FirmSize.US_MEDIUM_FIRM
HRL Laboratories,HRL Laboratories,16,HRL Laboratories - Official Site,32,,hrl.com/,19,1,2,0,0,5,593,1,0,0,1,483,FirmSize.US_MEDIUM_FIRM
New England Biolabs,New England Biolabs,19,NEB - Official Site,19,,neb.com/,20,1,0,0,0,5,908,0,0,1,1,490,FirmSize.US_MEDIUM_FIRM
Unifrax I LLC,Unifrax I,9,Home | Unifrax - A Global Specialty Fibers Company,50,,unifrax.com/,23,1,2,0,0,5,1399,1,0,0,1,490,FirmSize.US_MEDIUM_FIRM
Evernote Corporation,Evernote,8,Evernote - Official Site,24,,evernote.com/,21,1,1,0,0,5,466,1,0,0,1,488,FirmSize.US_MEDIUM_FIRM
H R D CORPORATION,H R D,5,Hayward Area Recreation and Park District - Official Site,57,,haywardrec.org/,27,1,3,0,0,4,585,1,0,0,1,76,FirmSize.EU_MEDIUM_FIRM
CAMBRIDGE ENTERPRISE LIMITED,CAMBRIDGE ENTERPRISE LIMITED,28,Home  Cambridge Enterprise,26,,enterprise.cam.ac.uk/,33,1,2,0,0,4,255,1,0,0,1,66,FirmSize.EU_MEDIUM_FIRM
Mission Product Holdings,Mission Product Holdings,24,Mission,7,,mission.com/,24,1,1,0,0,4,844,1,0,0,1,63,FirmSize.EU_MEDIUM_FIRM
Angaza Design,Angaza Design,13,Angaza,6,,angaza.com/,23,1,1,0,0,4,119,0,1,0,1,67,FirmSize.EU_MEDIUM_FIRM
Weatherford Canada Partnership,Weatherford Canada Partnership,30,Weatherford International - Official Site,41,,weatherford.com/,27,1,1,0,0,4,1444,1,0,0,1,72,FirmSize.EU_MEDIUM_FIRM
Mainstream Engineering Corp.,Mainstream Engineering Corp,27,Mainstream Engineering Corporation - Official Site,50,,mainstream-engr.com/,32,1,3,0,0,4,802,1,0,0,1,86,FirmSize.EU_MEDIUM_FIRM
Cellular Research,Cellular Research,17,Cellular Research Institute - Homepage,38,,cellularresearchinstitute.com/,42,1,2,0,0,4,301,1,0,0,1,120,FirmSize.EU_MEDIUM_FIRM
Ostendo Technologies,Ostendo Technologies,20,Ostendo,7,,ostendo.com/,19,1,1,0,0,4,963,1,0,0,1,105,FirmSize.EU_MEDIUM_FIRM
L-3 Communications Cincinnati Electronics Corporation,L-3 Communications Cincinnati Electronics,41,L3 Space & Sensors - Cincinnati,31,,cinele.com/,23,1,3,0,0,4,743,1,0,0,1,202,FirmSize.EU_MEDIUM_FIRM
Teledyne Scientific & Imaging,Teledyne Scientific & Imaging,29,Teledyne Scientific and Imaging,31,,teledyne-si.com/,27,1,3,0,0,4,1319,1,0,0,1,210,FirmSize.EU_MEDIUM_FIRM
Lextar Electronics Corp.,Lextar Electronics Corp,23,Lextar ,7,,lextar.com/?sn=32&lang=en-US,39,1,1,0,0,4,762,1,0,0,1,216,FirmSize.EU_MEDIUM_FIRM
Ibis Biosciences,Ibis Biosciences,16,Abbott Molecular | Diagnostic Assays and Instruments,52,,molecular.abbott/int/en/home,40,1,0,0,0,4,644,1,0,1,2,99000,FirmSize.LARGE_FIRM
Sola U.S.A. Inc.,Sola USA,8,Sola,4,,sola.at/,20,1,1,0,0,4,1221,1,0,0,1,6067,FirmSize.LARGE_FIRM
DIC Corporation,DIC,3,Dictionary.com - Official Site,30,,dictionary.com/,27,1,1,0,0,4,370,1,0,0,1,20628,FirmSize.LARGE_FIRM
JX Nippon Mining & Metals Corporation,JX Nippon Mining & Metals,25,JX Nippon Mining & Metals - nmm.jx-group.co.jp,46,,nmm.jx-group.co.jp/english/,38,1,4,0,0,4,696,1,0,0,1,6738,FirmSize.LARGE_FIRM
Lintec Corporation,Lintec,6,LINTEC Corporation,18,,lintec-global.com/,29,1,1,0,0,4,766,1,1,0,2,4794,FirmSize.LARGE_FIRM
Advanced Water Technology,Advanced Water Technology,25,Advanced Water Technology - Middle Georgia,42,,advancedwatertechnology.com/,40,1,3,0,0,4,75,1,0,0,1,1318,FirmSize.LARGE_FIRM
Kureha Corporation,Kureha,6,Top page | KUREHA CORPORATION,29,,kureha.co.jp/en/,27,1,1,0,0,4,742,1,0,0,1,2327,FirmSize.LARGE_FIRM
ENI S.p.A.,ENI SpA,7,Eni: energy company | Eni,25,,eni.com/en_IT/home.page,35,1,1,0,0,4,427,1,1,0,2,18785,FirmSize.LARGE_FIRM
Life Technologies Corporation,Life Technologies,17,Thermo Fisher Scientific - Official Site,40,,thermofisher.com/us/en/home.html,44,1,0,0,0,4,763,1,0,1,2,39750,FirmSize.LARGE_FIRM
Rhodia Operations,Rhodia Operations,17,www.solvay.com,14,,solvay.com/en/search/products,41,1,0,0,0,4,1080,1,0,0,1,19120,FirmSize.LARGE_FIRM
Esolar,Esolar,6,Esolar,6,,esolar.solar/,20,1,1,0,0,4,463,0,1,0,1,59100,FirmSize.LARGE_FIRM
Advanced Analogic Technologies,Advanced Analogic Technologies,30,Analogic Tech - SKYWORKS,24,,analogictech.com/,28,1,1,0,0,4,68,1,0,0,1,697,FirmSize.LARGE_FIRM
Nippon Chemi-Con Corporation,Nippon Chemi-Con,16,Nippon Chemi-Con Corporation,28,,chemi-con.co.jp/e/index.html,39,1,3,0,0,4,915,1,1,0,2,6967,FirmSize.LARGE_FIRM
Revera,Revera,6,Revera - Official Site,22,,reveraliving.com/,29,1,1,0,0,4,1077,1,0,0,1,10158,FirmSize.LARGE_FIRM
Kaneka Corporation,Kaneka,6,Kaneka Corporation,18,,kaneka.co.jp/en/,27,1,1,0,0,4,720,1,1,1,3,10234,FirmSize.LARGE_FIRM
Halliburton Energy Services,Halliburton Energy Services,27,Halliburton Oilfield Service - Halliburton,42,,halliburton.com/en-US/default.html,45,1,1,0,0,4,598,1,0,0,1,63780,FirmSize.LARGE_FIRM
DEKA Products Limited Partnership,DEKA Products Limited Partnership,33,DEKA - Official Site,20,,dekaresearch.com/,28,1,1,0,0,4,368,1,0,0,1,559,FirmSize.LARGE_FIRM
CELLTRION,CELLTRION,9,Celltrion,9,,celltrion.com/en/main.do,35,1,1,0,0,4,258,0,0,1,1,592,FirmSize.LARGE_FIRM
Toray Industries Inc. ,Toray Industries,16,TORAY,5,,toray.com/,22,1,1,0,0,4,1361,1,1,0,2,45762,FirmSize.LARGE_FIRM
Hoya Corporation,Hoya,4,Hoya Vision | Hoya Vision,25,,hoyavision.com/,27,1,1,0,0,4,622,1,0,0,1,37209,FirmSize.LARGE_FIRM
Battelle Energy Alliance,Battelle Energy Alliance,24,Lab Management - Battelle,25,,battelle.org/laboratory-management,46,1,1,0,0,4,199,1,1,1,3,7356,FirmSize.LARGE_FIRM
Yamaha Corporation,Yamaha,6,Yamaha - Official Site,22,,yamaha-motor.com/,28,1,1,0,0,4,1464,1,0,0,1,24219,FirmSize.LARGE_FIRM
Medgenics Medical Israel Ltd.,Medgenics Medical Israel,24,MEDGENICS.COM,13,,medgenics.com/,25,2,1,0,0,4,818,0,0,1,1,2001,FirmSize.LARGE_FIRM
UTC FIRE & SECURITY CORPORATION,UTC FIRE & SECURITY,19,"Home Page | UTC Climate, Controls & Security",44,,ccs.utc.com/ccs/en/worldwide/,41,1,2,0,0,4,1394,1,0,0,1,2305,FirmSize.LARGE_FIRM
Markel Corporation,Markel,6,Markel Corp - Official Site,27,,markelcorp.com/,27,1,1,0,0,4,808,1,0,0,1,15600,FirmSize.LARGE_FIRM
IMEC,IMEC,4,IMEC Login,10,,imec.org/,17,2,1,0,0,4,636,1,0,0,1,2639,FirmSize.LARGE_FIRM
Heidelberger Druckmaschinen AG,Heidelberger Druckmaschinen AG,30,Heidelberger Druckmaschinen AG - HDM - Startpage,48,,heidelberg.com/,27,1,3,0,0,4,605,1,0,0,1,11523,FirmSize.LARGE_FIRM
Guardian Industries,Guardian Industries,19,Guardian Industries - Official Site,35,,guardian.com/en/index.html,38,1,2,0,0,4,583,1,1,0,2,17000,FirmSize.LARGE_FIRM
Ortho-Clinical Diagnostics,Ortho-Clinical Diagnostics,26,Ortho Clinical Diagnostics - Official Site,42,,orthoclinicaldiagnostics.com/,41,1,3,0,0,4,961,1,0,0,1,4300,FirmSize.LARGE_FIRM
SAINT-GOBAIN ABRASIFS,SAINT-GOBAIN ABRASIFS,21,Saint-Gobain Abrasives | USA & Canada,37,,saint-gobain-abrasives.com/en-us,44,1,2,0,0,4,1108,1,0,0,1,4077,FirmSize.LARGE_FIRM
Star Technology and Research,Star Technology and Research,28,Star Technology and Research,28,,star-tech-inc.com/,29,1,4,0,0,4,1249,0,1,0,1,2784,FirmSize.LARGE_FIRM
Lawrence Livermore National Security,Lawrence Livermore National Security,36,"Lawrence Livermore National Security, LLC | Homepage",52,,llnsllc.com/,24,1,4,0,0,4,759,1,1,1,3,6069,FirmSize.LARGE_FIRM
Eastman Kodak Company,Eastman Kodak Company,21,"Science, Art and Industry | Kodak",33,,kodak.com/us/en/corp/default.htm,44,1,1,1,0,4,434,1,0,1,2,13100,FirmSize.LARGE_FIRM
Georgia-Pacific Gypsum LLC,Georgia-Pacific Gypsum,22,Georgia-Pacific Gypsum - Gypsum Boards and Drywall,50,,buildgp.com/georgia-pacific-gypsum,46,1,3,0,0,4,557,0,1,0,1,15327,FirmSize.LARGE_FIRM
St. Microelectronics Inc.,St Microelectronics,19,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,2,0,0,4,1246,1,0,0,1,23546,FirmSize.LARGE_FIRM
Magna International Inc.,Magna,5,Magna,5,,magna.com/,22,1,1,0,0,4,798,1,1,0,2,168000,FirmSize.LARGE_FIRM
Boston Scientific Scimed,Boston Scientific Scimed,24,Boston Scientific- US - Boston Scientific,41,,bostonscientific.com/en-US/Home.html,47,1,2,0,0,4,240,1,0,1,2,29785,FirmSize.LARGE_FIRM
Thermo Fisher Scientific Inc.,Thermo Fisher Scientific,24,Thermo Fisher Scientific - Official Site,40,,thermofisher.com/us/en/home.html,44,1,3,0,0,4,1349,0,0,1,1,39750,FirmSize.LARGE_FIRM
Apple Inc.,Apple,5,Apple,5,,apple.com/,22,1,1,0,0,4,127,1,1,0,2,123000,FirmSize.LARGE_FIRM
Siemens Aktiengesellschaft ,Siemens Aktiengesellschaft,26,Siemens - Official Site,23,,siemens.com/global/en/home.html,43,1,1,0,0,4,1190,1,1,1,3,227750,FirmSize.LARGE_FIRM
Nokia Technologies Oy,Nokia Technologies Oy,21,Nokia Corporation,17,,nokia.com/,21,2,1,0,0,4,920,1,1,0,2,172406,FirmSize.LARGE_FIRM
Chevron Oronitz Company LLC,Chevron Oronitz Company,23,Oronite,7,,oronite.com/,23,1,0,0,0,4,309,0,0,1,1,0,FirmSize.UNDEFINED
TRANE INTERNATIONAL INC.,TRANE,5,Trane - Official Site,21,,trane.com/index.aspx,31,1,1,0,0,4,1300,0,1,0,1,29000,FirmSize.LARGE_FIRM
VERLASE TECHNOLOGIES LLC,VERLASE TECHNOLOGIES,20,VerLASE,7,,verlase.com/,23,1,1,0,0,4,1411,1,0,0,1,2,FirmSize.MICRO_FIRM
Magnolia Optical Technologies,Magnolia Optical Technologies,29,Magnolia Optical Technologies,29,,magnoliaoptical.com/,27,1,3,0,0,4,800,0,1,0,1,4,FirmSize.MICRO_FIRM
Senaya,Senaya,6,Senaya,6,,senaya.com/,22,1,1,0,0,4,1175,0,1,0,1,4,FirmSize.MICRO_FIRM
Brightfield Transportation Solutions,Brightfield Transportation Solutions,36,Brightfield Transportation Solutions,36,,brightfieldts.com/,25,1,3,0,0,4,245,0,1,0,1,6,FirmSize.MICRO_FIRM
CI4 Technologies,CI4 Technologies,16,infOsci  Ci4  infOscis patented Ci4 technology ...,50,,ci4.us/,15,2,1,1,0,4,260,0,1,0,1,9,FirmSize.MICRO_FIRM
UVIC INDUSTRY PARTNERSHIPS INC.,UVIC INDUSTRY PARTNERSHIPS,26,Partner on research - University of Victoria,44,,uvic.ca/research/partner/index.php,46,1,0,0,0,4,1395,1,0,0,1,26,FirmSize.SMALL_FIRM
Toda Kogyo Corporation,Toda Kogyo,10,TODA KOGYO CORP.,16,,todakogyo.co.jp/english/,35,1,2,0,0,4,1358,1,0,0,1,40,FirmSize.SMALL_FIRM
Pacific Light Technologies,Pacific Light Technologies,26,Pacific Light Technologies  Quantum Dots enabling high ...,58,,pacificlighttech.com/,32,1,3,0,0,4,981,1,1,0,2,42,FirmSize.SMALL_FIRM
eNow,eNow,4,Home Page | eNow,16,,enowenergy.com/,23,2,1,0,0,4,1480,0,1,0,1,12,FirmSize.SMALL_FIRM
Integrated Nano-Technologies,Integrated Nano-Technologies,28,Integrated Nano-Technologies - RESULTS ON DEMAND,48,,intpalladium.com/,28,1,3,0,0,4,670,1,0,0,1,11,FirmSize.SMALL_FIRM
Hollingsworth & Vose Company,Hollingsworth & Vose Company,28,Hollingsworth & Vose - Official Site,36,,hollingsworth-vose.com/,35,1,2,0,0,4,616,1,0,0,1,14,FirmSize.SMALL_FIRM
Wikipad,Wikipad,7,Wikipad,7,,wikipad.com/,23,1,1,0,0,4,1451,0,1,0,1,13,FirmSize.SMALL_FIRM
GE Healthcare Dharmacon,GE Healthcare Dharmacon,23,"Dharmacon - CRISPR-Cas9, Gene Editing, RNAi, Gene Expression",60,,dharmacon.horizondiscovery.com/,39,1,2,0,0,4,516,0,0,1,1,16,FirmSize.SMALL_FIRM
Biotta LLC,Biotta,6,Home - Biotta Juices,20,,biottajuices.com/,28,1,1,0,0,4,227,0,1,0,1,28,FirmSize.SMALL_FIRM
NanoTech Lubricants,NanoTech Lubricants,19,"NanoTech Lubricants, LLC nano diamond oil additives Home",56,,nanotechlubricantsinc.com/Home.html,42,1,2,0,0,4,882,1,0,0,1,30,FirmSize.SMALL_FIRM
WOVN,WOVN,4,WOVNS,5,,wovns.com/,21,1,1,0,0,4,1439,0,1,0,1,34,FirmSize.SMALL_FIRM
AMPT,AMPT,4,Ampt,4,,ampt.com/,20,1,1,0,0,4,27,0,1,0,1,33,FirmSize.SMALL_FIRM
KINO LLC,KINO,4,Kino Lorber | Experience Cinema,31,,kinolorber.com/,27,1,1,0,0,4,706,0,1,0,1,37,FirmSize.SMALL_FIRM
Rio Grande Valley Sugar Growers,Rio Grande Valley Sugar Growers,31,"Rio Grande Valley Sugar Growers, Inc. - Official Site",53,,rgvsugar.com/,25,1,5,0,0,4,1085,0,1,0,1,13,FirmSize.SMALL_FIRM
Professional Compounding Centers of America,Professional Compounding Centers of America,43,PCCA - Official Site,20,,pccarx.com/,22,1,1,0,0,4,1034,1,0,0,1,0,FirmSize.UNDEFINED
Seetron Inc.,Seetron,7,Serial Displays by Seetron,26,,seetron.com/index.html,34,1,1,0,0,4,1163,0,1,0,1,0,FirmSize.UNDEFINED
Wenger Corporation,Wenger,6,Wenger Corp - Official Site,27,,wengercorp.com/,27,1,1,0,0,4,1445,0,1,0,1,311,FirmSize.US_MEDIUM_FIRM
W&Wsens Devices,W&Wsens Devices,15,Mysite,6,,wwsensdevices.com/,30,1,0,0,0,4,1433,1,0,0,1,450,FirmSize.US_MEDIUM_FIRM
Minebea Co.,Minebea Co,10,MinebeaMitsumi Inc.,19,,minebeamitsumi.com/english/,38,1,1,0,1,4,841,1,0,0,1,293,FirmSize.US_MEDIUM_FIRM
George Mason Research Foundation,George Mason Research Foundation,32,Research | George Mason,23,,www2.gmu.edu/research,29,1,3,0,0,4,556,1,0,0,1,252,FirmSize.US_MEDIUM_FIRM
Saint-Gobain Adfors Canada,Saint-Gobain Adfors Canada,26,ADFORS,6,,adfors.com/us/,25,1,1,0,0,4,1139,1,0,0,1,381,FirmSize.US_MEDIUM_FIRM
Kerr Corporation,Kerr,4,Dental Supplies - Dental Products | KerrDental.com,50,,kerrdental.com/,27,1,1,0,0,4,728,1,0,0,1,418,FirmSize.US_MEDIUM_FIRM
Koch Biological Solutions,Koch Biological Solutions,25,Koch Biological Solutions,25,,kochbiologicalsolutions.com/,39,1,3,0,0,3,736,0,1,1,2,65,FirmSize.EU_MEDIUM_FIRM
Simbol Inc.,Simbol,6,Symbols.com,11,,symbols.com/,24,2,0,0,0,3,1208,0,1,0,1,100,FirmSize.EU_MEDIUM_FIRM
Centre de Recherche Industrielle du Quebec,Centre de Recherche Industrielle du Quebec,42,Soutien au dveloppement de produits | Soutien  l ...,52,,criq.qc.ca/fr/,26,1,2,0,0,3,302,0,1,0,1,125,FirmSize.EU_MEDIUM_FIRM
Elwha LLC,Elwha,5,Lower Elwha Klallam Tribe,25,,elwha.org/,22,2,1,0,0,3,449,1,0,0,1,108,FirmSize.EU_MEDIUM_FIRM
Nestec S. A.,Nestec S A,10,Home | Nestl Global,19,,nestle.com/,23,2,2,0,0,3,902,1,1,0,2,114,FirmSize.EU_MEDIUM_FIRM
Incept LLC,Incept,6,Incept,6,,inceptresults.com/,30,1,1,0,0,3,654,0,0,1,1,140,FirmSize.EU_MEDIUM_FIRM
ENI Technology,ENI Technology,14,Technology Research and Innovation | Eni,40,,eni.com/en_IT/innovation.page,41,1,2,0,0,3,428,1,1,0,2,18785,FirmSize.LARGE_FIRM
Oracle International Corporation,Oracle,6,Oracle - Official Site,22,,oracle.com/index.html,33,1,1,0,0,3,957,1,0,0,1,137000,FirmSize.LARGE_FIRM
Child Laboratories Inc.,Child Laboratories,18,Laboratory Services - nationwidechildrens.org,45,,nationwidechildrens.org/specialties/laboratory-services,67,1,1,0,0,3,312,0,0,1,1,11500,FirmSize.LARGE_FIRM
Sanken Electric Co.,Sanken Electric Co,18,SANKEN ELECTRIC,15,,sanken-ele.co.jp/en/index.php,41,1,2,0,0,3,1151,1,0,0,1,9725,FirmSize.LARGE_FIRM
Adeka Corporation,Adeka,5,ADEKA,5,,adeka.co.jp/en/,27,1,1,0,0,3,63,1,1,0,2,2661,FirmSize.LARGE_FIRM
Solan,Solan,5,Salon - Official Site,21,,salon.com/,22,2,0,0,0,3,1224,1,0,0,1,173212,FirmSize.LARGE_FIRM
Waters Technologies Corporation,Waters Technologies,19,Home : Waters,13,,waters.com/waters/home.htm?locale=en_US,50,1,1,0,0,3,1441,1,0,0,1,6900,FirmSize.LARGE_FIRM
Ube Industries,Ube Industries,14,"Industries, Ltd. | UBE INDUSTRIES,LTD.",38,,ube-ind.co.jp/ube/en/index.html,42,1,2,0,0,3,1397,1,1,0,2,10799,FirmSize.LARGE_FIRM
Evri,Evri,4,Home | Everi,12,,everi.com/,22,2,0,0,0,3,469,0,1,0,1,1000,FirmSize.LARGE_FIRM
KYOCERA DOCUMENT SOLUTIONS INC.,KYOCERA DOCUMENT SOLUTIONS,26,KYOCERA Document Solutions Inc. - Official Site,47,,kyoceradocumentsolutions.com/,41,1,3,0,0,3,714,1,0,0,1,2300,FirmSize.LARGE_FIRM
Hon Hai Precision Industry Co.,Hon Hai Precision Industry Co,29,Foxconn - Official Site,23,,foxconn.com/,23,2,1,0,0,3,618,1,1,0,2,503500,FirmSize.LARGE_FIRM
Abbott Point of Care Inc.,Abbott Point of Care,20,Abbott Point of Care | i-STAT System & Piccolo Xpress,53,,pointofcare.abbott/us/en/home,41,1,4,0,0,3,52,0,0,1,1,0,FirmSize.UNDEFINED
ASM IP Holdings LLC,ASM IP Holdings,15,ASM International - Official Site,33,,asm.com/,19,2,1,0,0,3,37,0,1,0,1,14940,FirmSize.LARGE_FIRM
SK Hynix Inc.,SK Hynix,8,SK Hynix - Official Site,24,,skhynix.com/eng/index.jsp,37,1,2,0,0,3,1121,1,0,0,1,95600,FirmSize.LARGE_FIRM
CARBO Ceramics Inc.,CARBO Ceramics,14,CARBO - About CARBO,19,,carboceramics.com/about/about-carbo,47,1,1,0,0,3,257,0,1,0,1,693,FirmSize.LARGE_FIRM
Nikon Corporation,Nikon,5,Nikon - Official Site,21,,nikon.com/,21,2,1,0,0,3,914,1,0,1,2,24047,FirmSize.LARGE_FIRM
Hitachi High-Technologies Corporation,Hitachi High-Technologies,25,Hitachi High-Technologies GLOBAL,32,,hitachi-hightech.com/global/,40,1,3,0,0,3,614,1,0,0,1,10898,FirmSize.LARGE_FIRM
Electrix,Electrix,8,Electrix Illumination - Commercial & Architectural LED ...,58,,electrixillumination.com/,37,1,1,0,0,3,444,0,1,0,1,40100,FirmSize.LARGE_FIRM
The Henry M. Jackson Foundation for the Advancement of Military Medicine,The Henry M Jackson Foundation for the Advancement of Military Medicine,71,HJF | Home,10,,hjf.org/,19,1,1,0,0,3,1339,0,0,1,1,1380,FirmSize.LARGE_FIRM
Carl Zeiss Meditec AG,Carl Zeiss Meditec AG,21,An Investment in the Future of Health | Carl Zeiss Meditec AG,61,,zeiss.com/meditec-ag/home.html,42,1,4,1,0,3,291,1,0,0,1,3048,FirmSize.LARGE_FIRM
Danisco US Inc.,Danisco US,10,Danisco - Official Site,23,,danisco.com/food-beverages/,38,1,1,0,0,3,382,0,0,1,1,4076,FirmSize.LARGE_FIRM
Momentive Performance Materials GmbH,Momentive Performance Materials,31,Momentive.com Official Site | Silicone & Specialty Chemicals,60,,momentive.com/en-US/,32,1,1,0,1,3,850,1,1,1,3,0,FirmSize.LARGE_FIRM
Momentive Performance Materials Inc.,Momentive Performance Materials,31,Momentive.com Official Site | Silicone & Specialty Chemicals,60,,momentive.com/en-US/,32,1,1,0,1,3,851,1,1,1,3,0,FirmSize.LARGE_FIRM
Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,75,TNO - innovation for life | TNO,31,,tno.nl/en/,22,1,1,0,0,3,899,1,0,0,1,3892,FirmSize.LARGE_FIRM
HGST NETHERLANDS B.V.,HGST NETHERLANDS BV,19,HGST - Official Site,20,,hgst.com/,20,2,1,0,0,3,588,1,0,0,1,4913,FirmSize.LARGE_FIRM
Novozymes North America,Novozymes North America,23,North America - Novozymes,25,,novozymes.com/en/north-america,42,1,3,0,0,3,933,0,1,0,1,6386,FirmSize.LARGE_FIRM
Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,28,Dana-Farber Cancer Institute - Cancer Treatment and ...,55,,dana-farber.org/,28,1,4,0,0,3,381,1,0,1,2,69000,FirmSize.LARGE_FIRM
